SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_True,MultipleLines_No phone service,InternetService_Fiber optic,InternetService_No,OnlineSecurity_True,OnlineSecurity_No internet service,OnlineBackup_True,OnlineBackup_No internet service,DeviceProtection_True,DeviceProtection_No internet service,TechSupport_True,TechSupport_No internet service,StreamingTV_True,StreamingTV_No internet service,StreamingMovies_True,StreamingMovies_No internet service,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,61,1,0,20.399999618530273,1226.449951171875,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,1,18,1,0,19.799999237060547,342.29998779296875,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,21,1,0,45.650001525878906,985.0499877929688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,68,0,1,56.400001525878906,3948.449951171875,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,0,12,1,1,73.30000305175781,828.0499877929688,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,0,24.350000381469727,41.849998474121094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,62,1,1,101.3499984741211,6164.7001953125,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,29,1,0,98.6500015258789,2862.75,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,0,33.599998474121094,33.599998474121094,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,5,1,1,79.9000015258789,343.95001220703125,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,20.700000762939453,20.700000762939453,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,62,1,1,104.05000305175781,6590.5,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,1,36,1,0,20.25,717.9500122070312,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,28,1,1,103.30000305175781,2890.64990234375,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,69,1,0,73.69999694824219,4885.85009765625,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,1,0,11,1,1,96.19999694824219,1222.050048828125,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,0,63,1,1,108.75,6871.7001953125,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,23,1,0,20.149999618530273,405.6000061035156,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,10,1,0,19.75,208.25,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,0,71,1,1,25.950000762939453,1801.9000244140625,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,45,1,1,70.05000305175781,3062.449951171875,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,1,70,1,0,24.049999237060547,1764.75,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,22,1,1,84.75,1816.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,52,1,0,23.049999237060547,1255.0999755859375,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,0,55,1,1,104.1500015258789,5743.0498046875,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,65,0,0,59.95000076293945,3921.10009765625,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,72,1,0,19.549999237060547,1463.449951171875,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,10,1,0,19.600000381469727,189.4499969482422,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,7,1,0,20.049999237060547,96.80000305175781,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,0,5,1,1,85.55000305175781,408.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,24,1,0,78.5999984741211,1846.6500244140625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,72,1,1,116.80000305175781,8456.75,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,21,0,1,43.54999923706055,1011.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0,69,0,1,60.79999923706055,4263.39990234375,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,44,1,1,54.900001525878906,2549.10009765625,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,61,1,1,65.19999694824219,3965.050048828125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,24,1,1,102.94999694824219,2496.699951171875,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,1,1,0,90.5999984741211,90.5999984741211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,6,1,1,50.79999923706055,288.04998779296875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1,1,90.05000305175781,368.1000061035156,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,72,1,1,108.19999694824219,7840.60009765625,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,72,1,0,92.0,6632.75,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,14,1,1,75.0999984741211,1013.3499755859375,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,7,1,1,25.049999237060547,152.9499969482422,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,48,1,0,75.1500015258789,3772.64990234375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,55,1,0,19.5,1026.3499755859375,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,1,1,0,19.299999237060547,19.299999237060547,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,45,1,0,112.19999694824219,5031.85009765625,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,3,1,1,70.30000305175781,220.39999389648438,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,71,1,0,19.600000381469727,1416.5,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,0,8,1,0,20.25,158.35000610351562,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,0,3,1,1,75.8499984741211,256.6000061035156,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,69,1,0,80.6500015258789,5542.5498046875,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,1,1,1,68.5,68.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,72,1,1,115.75,8443.7001953125,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,11,1,1,73.5,791.75,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,71,1,0,80.5999984741211,5708.2001953125,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,1,1,1,69.94999694824219,69.94999694824219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,33,0,0,59.54999923706055,2016.300048828125,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,16,1,0,19.049999237060547,326.6499938964844,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,1,0,56,1,0,95.6500015258789,5471.75,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,0,19.950000762939453,19.950000762939453,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,5,1,1,70.05000305175781,346.3999938964844,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,1,1,57,1,0,19.399999618530273,1061.5999755859375,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,1,56,0,1,36.099998474121094,1971.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,8,1,1,94.0,773.6500244140625,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1,22,1,0,61.150001525878906,1422.050048828125,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,19.75,19.75,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,40,1,1,64.0999984741211,2460.35009765625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,1,46,1,0,19.75,856.5,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,63,1,0,19.700000762939453,1275.8499755859375,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,1,68,1,1,110.19999694824219,7467.5,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,69,1,1,106.3499984741211,7261.75,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,56,1,0,90.55000305175781,5116.60009765625,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1,10,1,1,65.9000015258789,660.0499877929688,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,63,1,0,104.5,6590.7998046875,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1,1,24,0,1,52.5,1208.1500244140625,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,19,1,1,56.099998474121094,1033.9000244140625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,22,1,1,88.75,1885.1500244140625,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,29,1,1,84.44999694824219,2467.10009765625,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,13,1,1,75.30000305175781,989.4500122070312,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,70,1,1,26.0,2006.949951171875,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,49,1,0,99.4000015258789,5025.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,43,1,1,109.55000305175781,4830.25,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,3,1,1,19.600000381469727,59.75,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,42,1,0,73.1500015258789,3088.25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,57,1,1,54.650001525878906,3134.699951171875,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,2,1,0,66.4000015258789,94.55000305175781,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,72,1,1,115.55000305175781,8312.400390625,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,46,1,1,104.44999694824219,4863.85009765625,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,66,1,1,100.05000305175781,6871.89990234375,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,62,1,0,102.0,6529.25,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,0,72,1,1,91.1500015258789,6637.89990234375,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,35,1,1,89.69999694824219,3165.60009765625,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,1,0,17,1,0,90.19999694824219,1454.1500244140625,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,72,1,1,92.4000015258789,6786.10009765625,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,1,28,1,0,19.899999618530273,543.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,0,56,1,1,25.149999618530273,1327.1500244140625,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,31,1,1,79.8499984741211,2404.14990234375,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,45,1,0,18.850000381469727,867.2999877929688,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,1,1,1,25.75,25.75,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,2,1,1,49.599998474121094,114.69999694824219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,6,1,1,20.950000762939453,109.5,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,0,48,1,1,97.05000305175781,4692.9501953125,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,1,1,25,1,1,25.399999618530273,546.8499755859375,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,64,1,1,19.700000762939453,1274.050048828125,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,50,0,1,35.0,1782.4000244140625,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,52,1,0,101.25,5301.10009765625,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,1,0,4,1,1,70.19999694824219,280.3500061035156,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,32,1,0,90.94999694824219,2897.949951171875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,1,45,1,0,73.8499984741211,3371.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,1,0,9,1,1,88.05000305175781,801.2999877929688,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,66,1,1,105.94999694824219,6975.25,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,3,1,0,91.8499984741211,257.04998779296875,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,54,1,0,20.100000381469727,1079.449951171875,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,1,1,0,0,40.099998474121094,40.099998474121094,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,1,64,1,0,110.30000305175781,6997.2998046875,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,31,1,1,73.9000015258789,2217.14990234375,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,14,1,1,89.80000305175781,1129.0999755859375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,12,1,1,85.1500015258789,979.0499877929688,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,1,0,67,1,1,60.95000076293945,4119.39990234375,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,35,1,0,72.25,2568.550048828125,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0,0,45,1,0,73.55000305175781,3349.10009765625,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,10,1,0,46.0,492.1000061035156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,29,1,1,58.54999923706055,1718.949951171875,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,1,0,24.600000381469727,605.25,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,66,1,1,19.75,1344.5,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,51,1,0,86.3499984741211,4267.14990234375,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,45,1,0,25.5,1121.050048828125,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,0,49,1,0,19.0,918.7000122070312,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1,0,29,1,1,19.549999237060547,521.7999877929688,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,1,40,1,1,110.0999984741211,4469.10009765625,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,37,1,1,96.55000305175781,3580.300048828125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,25,1,0,69.75,1729.3499755859375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,22,0,1,50.599998474121094,1073.300048828125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,72,0,1,65.5999984741211,4566.5,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,7,0,1,40.099998474121094,293.29998779296875,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,33,1,0,82.0999984741211,2603.10009765625,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,23,1,1,79.0999984741211,1783.75,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,24,1,1,101.25,2440.14990234375,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,1,0,79.55000305175781,79.55000305175781,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,69,1,0,90.6500015258789,6322.10009765625,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,3,1,1,20.549999237060547,57.400001525878906,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,56,1,1,75.75,4284.64990234375,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,65,1,1,110.0,7138.64990234375,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,0,71,1,0,20.850000381469727,1539.75,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,14,1,1,80.3499984741211,1058.0999755859375,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,1,70.1500015258789,123.80000305175781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,32,1,0,84.05000305175781,2781.85009765625,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,40,1,0,67.44999694824219,2731.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,1,1,0,20.75,20.75,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,1,1,1,89.0999984741211,89.0999984741211,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,7,1,1,69.9000015258789,497.29998779296875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,15,1,1,51.099998474121094,711.1500244140625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,17,1,0,94.4000015258789,1607.199951171875,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,19,1,1,78.25,1490.949951171875,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,71,1,0,25.549999237060547,1898.0999755859375,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,54,1,0,60.0,3273.949951171875,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,31,1,1,90.55000305175781,2929.75,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,11,1,0,76.4000015258789,838.7000122070312,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,18,1,1,84.94999694824219,1443.6500244140625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,72,1,1,110.0999984741211,7746.7001953125,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,71,1,1,99.6500015258789,6951.14990234375,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,5,0,0,45.400001525878906,214.75,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,1,0,38,1,0,69.0,2669.449951171875,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,1,5,1,1,48.650001525878906,235.1999969482422,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,2,1,1,44.150001525878906,92.6500015258789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,52,1,0,59.849998474121094,3103.25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,8,1,1,75.75,606.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,68,1,1,80.6500015258789,5330.2001953125,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,69,1,1,20.549999237060547,1403.0999755859375,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1,0,42,1,1,66.4000015258789,2727.800048828125,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,50,1,1,100.19999694824219,5038.4501953125,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,1,1,1,19.100000381469727,19.100000381469727,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,0,1,1,1,80.30000305175781,80.30000305175781,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,33,1,1,44.54999923706055,1462.5999755859375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,7,1,0,20.350000381469727,150.60000610351562,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,64,1,1,91.80000305175781,5960.5,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,74.9000015258789,74.9000015258789,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,59,1,1,20.200000762939453,1192.300048828125,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,6,1,0,50.349998474121094,314.54998779296875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,3,1,0,18.799999237060547,56.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,0,15,1,0,20.450000762939453,330.79998779296875,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,1,13,1,1,64.75,877.3499755859375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,0,23,1,1,98.69999694824219,2249.10009765625,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,31,1,0,89.44999694824219,2807.64990234375,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,29,1,1,58.75,1696.199951171875,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,49,1,0,20.700000762939453,1032.050048828125,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
